
Data downloaded from OMNIWeb and processed by omniweb_read.py

No AlphaRatio was considered

#TIMEDELAY
0.0

#START
 2011 08 05 04 09 00 000    2.84    -3.76     0.46  -406.90    -28.80    -40.90    4.51     38817.0
 2011 08 05 04 10 00 000    2.81    -3.82     0.27  -406.40    -31.40    -36.00    4.85     45090.0
 2011 08 05 04 11 00 000    2.72    -3.81     0.33  -406.40    -31.40    -36.00    4.85     45090.0
 2011 08 05 04 12 00 000    1.49    -3.78     1.57  -410.40    -22.90    -30.30    6.22     52900.0
 2011 08 05 04 13 00 000   -1.31    -3.13     3.73  -407.80    -26.20    -32.00    6.14     48593.0
 2011 08 05 04 14 00 000   -1.88    -2.90     3.68  -397.30    -39.90    -39.30    5.83     30744.0
 2011 08 05 04 15 00 000   -1.86    -3.07     3.59  -397.80    -39.50    -36.60    5.40     27188.0
 2011 08 05 04 16 00 000   -2.01    -2.99     3.58  -397.80    -39.50    -36.60    5.40     27140.0
 2011 08 05 04 17 00 000   -1.65    -3.04     3.73  -397.60    -38.80    -38.40    5.52     27750.0
 2011 08 05 04 18 00 000   -1.26    -3.55     3.54  -397.60    -38.80    -38.50    5.53     27784.0
